system:index,month,total_precipitation,year,.geo
199204,4.0,0.012343227863311768,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199205,5.0,0.013936590403318405,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199206,6.0,0.026956763118505478,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199207,7.0,0.009458638727664948,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199208,8.0,0.022889431565999985,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199209,9.0,0.04083685204386711,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199210,10.0,0.014356324449181557,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199211,11.0,0.02066030353307724,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199212,12.0,0.007246087305247784,1992.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199301,1.0,0.021546296775341034,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199302,2.0,0.018568487837910652,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199303,3.0,0.009247836656868458,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199304,4.0,0.005061319097876549,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199305,5.0,0.021403944119811058,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199306,6.0,0.01577368751168251,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199307,7.0,0.015817692503333092,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199308,8.0,0.07826835662126541,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199309,9.0,0.031994786113500595,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199310,10.0,0.03526439145207405,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199311,11.0,0.011627204716205597,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199312,12.0,0.018467936664819717,1993.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199401,1.0,0.00930972583591938,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199402,2.0,0.023516997694969177,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199403,3.0,0.0235627219080925,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199404,4.0,0.010024282149970531,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199405,5.0,0.020376311615109444,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199406,6.0,0.03476547449827194,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199407,7.0,0.019216863438487053,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199408,8.0,0.038593143224716187,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199409,9.0,0.03410140424966812,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199410,10.0,0.02785675600171089,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199411,11.0,0.020811885595321655,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199412,12.0,0.013344758190214634,1994.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199501,1.0,0.010426080785691738,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199502,2.0,0.023008687421679497,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199503,3.0,0.022689081728458405,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199504,4.0,0.005005820654332638,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199505,5.0,0.010118508711457253,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199506,6.0,0.029444541782140732,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199507,7.0,0.03731808066368103,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199508,8.0,0.03456532210111618,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199509,9.0,0.04186711832880974,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199510,10.0,0.0262298621237278,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199511,11.0,0.04907916486263275,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199512,12.0,0.016065724194049835,1995.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199601,1.0,0.01914946921169758,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199602,2.0,0.02033252641558647,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199603,3.0,0.014278428629040718,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199604,4.0,0.012482140213251114,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199605,5.0,0.03738165274262428,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199606,6.0,0.04509831592440605,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199607,7.0,0.07177004218101501,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199608,8.0,0.03586282953619957,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199609,9.0,0.06907498836517334,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199610,10.0,0.03683961182832718,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199611,11.0,0.010219165123999119,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199612,12.0,0.011512994766235352,1996.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199701,1.0,0.012846712954342365,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199702,2.0,0.01729581132531166,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199703,3.0,0.02019362524151802,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199704,4.0,0.003802921622991562,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199705,5.0,0.013006662018597126,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199706,6.0,0.03811885789036751,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199707,7.0,0.03049316629767418,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199708,8.0,0.07545718550682068,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199709,9.0,0.044115468859672546,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199710,10.0,0.03808958828449249,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199711,11.0,0.013271849602460861,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199712,12.0,0.020957963541150093,1997.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199801,1.0,0.013465488329529762,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199802,2.0,0.011976558715105057,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199803,3.0,0.014678394421935081,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199804,4.0,0.009199243038892746,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199805,5.0,0.017396977171301842,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199806,6.0,0.03434748202562332,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199807,7.0,0.032771363854408264,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199808,8.0,0.035956528037786484,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199809,9.0,0.037596721202135086,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199810,10.0,0.03630710393190384,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199811,11.0,0.012505787424743176,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199812,12.0,0.02407386526465416,1998.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199901,1.0,0.007906133309006691,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199902,2.0,0.009902283549308777,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199903,3.0,0.027044590562582016,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199904,4.0,0.015089324675500393,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199905,5.0,0.015312395989894867,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199906,6.0,0.006270489655435085,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199907,7.0,0.04649777337908745,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199908,8.0,0.07864223420619965,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199909,9.0,0.05131344497203827,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199910,10.0,0.04757622629404068,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199911,11.0,0.010534214787185192,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
199912,12.0,0.03186602517962456,1999.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200001,1.0,0.0201422031968832,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200002,2.0,0.01180811133235693,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200003,3.0,0.011564388871192932,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200004,4.0,0.022633442655205727,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200005,5.0,0.012970983982086182,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200006,6.0,0.024243779480457306,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200007,7.0,0.032889414578676224,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200008,8.0,0.026012027636170387,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200009,9.0,0.034930139780044556,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200010,10.0,0.03398321941494942,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200011,11.0,0.02229977212846279,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200012,12.0,0.017329901456832886,2000.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200101,1.0,0.021039064973592758,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200102,2.0,0.008492200635373592,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200103,3.0,0.007932714186608791,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200104,4.0,0.01411751564592123,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200105,5.0,0.014830981381237507,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200106,6.0,0.012350057251751423,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200107,7.0,0.03598703816533089,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200108,8.0,0.03871771693229675,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200109,9.0,0.014409162104129791,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200110,10.0,0.0624035969376564,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200111,11.0,0.011164257302880287,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200112,12.0,0.02135137841105461,2001.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200201,1.0,0.01558937132358551,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200202,2.0,0.011714302003383636,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200203,3.0,0.013549553230404854,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200204,4.0,0.024637073278427124,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200205,5.0,0.006582140922546387,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200206,6.0,0.049631230533123016,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200207,7.0,0.026962459087371826,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200208,8.0,0.044204048812389374,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200209,9.0,0.024405084550380707,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200210,10.0,0.03294675052165985,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200211,11.0,0.019707228988409042,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200212,12.0,0.014523537829518318,2002.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200301,1.0,0.012705427594482899,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200302,2.0,0.018570225685834885,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200303,3.0,0.01595413312315941,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200304,4.0,0.008373597636818886,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200305,5.0,0.03456826135516167,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200306,6.0,0.012037928216159344,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200307,7.0,0.08299107104539871,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200308,8.0,0.05416437238454819,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200309,9.0,0.07851243019104004,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200310,10.0,0.01984766498208046,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200311,11.0,0.030816081911325455,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200312,12.0,0.036307379603385925,2003.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200401,1.0,0.03556742146611214,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200402,2.0,0.016265947371721268,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200403,3.0,0.03102879598736763,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200404,4.0,0.008689255453646183,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200405,5.0,0.008048073388636112,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200406,6.0,0.012937700375914574,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200407,7.0,0.04999391734600067,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200408,8.0,0.03263011574745178,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200409,9.0,0.03770200535655022,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200410,10.0,0.0377250574529171,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200411,11.0,0.01670902967453003,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200412,12.0,0.013505867682397366,2004.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200501,1.0,0.034529514610767365,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200502,2.0,0.011302919127047062,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200503,3.0,0.02329036220908165,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200504,4.0,0.01257357932627201,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200505,5.0,0.020536821335554123,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200506,6.0,0.006906669586896896,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200507,7.0,0.04916328936815262,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200508,8.0,0.04409287869930267,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200509,9.0,0.046662166714668274,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200510,10.0,0.03264474868774414,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200511,11.0,0.04399555176496506,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200512,12.0,0.012060018256306648,2005.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200601,1.0,0.00802235584706068,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200602,2.0,0.007635258138179779,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200603,3.0,0.013043123297393322,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200604,4.0,0.026182517409324646,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200605,5.0,0.012630820274353027,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200606,6.0,0.01714167185127735,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200607,7.0,0.028368854895234108,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200608,8.0,0.08402180671691895,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200609,9.0,0.02015748620033264,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200610,10.0,0.03902062028646469,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200611,11.0,0.021945925429463387,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200612,12.0,0.026780836284160614,2006.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200701,1.0,0.02171509526669979,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200702,2.0,0.007153946906328201,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200703,3.0,0.01100156456232071,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200704,4.0,0.00889516994357109,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200705,5.0,0.024477124214172363,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200706,6.0,0.011559761129319668,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200707,7.0,0.025340650230646133,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200708,8.0,0.03709450364112854,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200709,9.0,0.011893630027770996,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200710,10.0,0.030246475711464882,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200711,11.0,0.024116743355989456,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200712,12.0,0.018425285816192627,2007.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200801,1.0,0.027536824345588684,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200802,2.0,0.014947639778256416,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200803,3.0,0.017072856426239014,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200804,4.0,0.01324450597167015,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200805,5.0,0.032088007777929306,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200806,6.0,0.021818634122610092,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200807,7.0,0.045132435858249664,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200808,8.0,0.024103671312332153,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200809,9.0,0.0680198222398758,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200810,10.0,0.06051981449127197,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200811,11.0,0.021915700286626816,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200812,12.0,0.01535328384488821,2008.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200901,1.0,0.019190393388271332,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200902,2.0,0.01778578571975231,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200903,3.0,0.016708310693502426,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200904,4.0,0.008314119651913643,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200905,5.0,0.019339285790920258,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200906,6.0,0.009367331862449646,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200907,7.0,0.007912814617156982,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200908,8.0,0.04119391739368439,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200909,9.0,0.059352584183216095,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200910,10.0,0.03604268655180931,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200911,11.0,0.026835963129997253,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
200912,12.0,0.0325247198343277,2009.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201001,1.0,0.023488987237215042,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201002,2.0,0.02557368203997612,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201003,3.0,0.00858752615749836,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201004,4.0,0.0071169231086969376,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201005,5.0,0.006393468007445335,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201006,6.0,0.024256912991404533,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201007,7.0,0.04453516751527786,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201008,8.0,0.10145861655473709,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201009,9.0,0.025057993829250336,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201010,10.0,0.046549394726753235,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201011,11.0,0.047628067433834076,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201012,12.0,0.016849640756845474,2010.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201101,1.0,0.01631387695670128,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201102,2.0,0.022945621982216835,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201103,3.0,0.010897102765738964,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201104,4.0,0.015008796937763691,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201105,5.0,0.007833201438188553,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201106,6.0,0.031877655535936356,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201107,7.0,0.028726879507303238,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201108,8.0,0.020198050886392593,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201109,9.0,0.049285341054201126,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201110,10.0,0.033382050693035126,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201111,11.0,0.020658724009990692,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201112,12.0,0.021232426166534424,2011.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201201,1.0,0.030159592628479004,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201202,2.0,0.016756277531385422,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201203,3.0,0.015824472531676292,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201204,4.0,0.006984252482652664,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
